chrom	pos	n_donors	max_indel_reads	max_indel_fraction	blacklisted
chr1	208089987	0	0	0.0	0
chr1	208165146	0	0	0.0	0
chr1	208239537	0	0	0.0	0
chr1	208246525	0	0	0.0	0
chr1	208248367	0	0	0.0	0
chr1	208322822	0	0	0.0	0
chr1	208336064	0	0	0.0	0
chr1	208337515	0	0	0.0	0
chr1	208427193	0	0	0.0	0
chr1	208514029	0	0	0.0	0
chr1	208528257	0	0	0.0	0
chr1	208541000	0	0	0.0	0
chr1	208624554	0	0	0.0	0
chr1	208697111	0	0	0.0	0
chr1	208792513	0	0	0.0	0
chr1	208835792	0	0	0.0	0
chr1	208864456	0	0	0.0	0
chr1	208886524	0	0	0.0	0
chr1	209043006	0	0	0.0	0
chr1	209047796	0	0	0.0	0
chr1	209182813	0	0	0.0	0
chr1	209206267	0	0	0.0	0
chr1	209257228	0	0	0.0	0
chr1	209412667	0	0	0.0	0
chr1	209473298	0	0	0.0	0
chr1	209523963	0	0	0.0	0
chr1	209541271	0	0	0.0	0
chr1	209571045	0	0	0.0	0
chr1	209795205	0	0	0.0	0
chr1	209858657	0	0	0.0	0
chr1	209873485	0	0	0.0	0
chr1	209903016	0	0	0.0	0
chr1	210022780	0	0	0.0	0
chr1	210058709	0	0	0.0	0
chr1	210070020	0	0	0.0	0
chr1	210268186	0	0	0.0	0
chr1	210295820	0	0	0.0	0
chr1	210302647	0	0	0.0	0
chr1	210358908	0	0	0.0	0
chr1	210598245	0	0	0.0	0
chr1	210747266	0	0	0.0	0
chr1	211041465	0	0	0.0	0
chr1	211499450	0	0	0.0	0
chr1	211521128	0	0	0.0	0
chr1	211689017	0	0	0.0	0
chr1	211703116	0	0	0.0	0
chr1	211831514	0	0	0.0	0
chr1	211848186	0	0	0.0	0
chr1	212041484	0	1	0.0385	0
chr1	212497595	0	0	0.0	0
chr1	212615392	0	0	0.0	0
chr1	212640153	0	0	0.0	0
chr1	212640677	0	0	0.0	0
chr1	212843920	0	0	0.0	0
chr1	213394347	0	0	0.0	0
chr1	213553570	0	0	0.0	0
chr1	213679570	0	0	0.0	0
chr1	213696836	0	0	0.0	0
chr1	213712385	0	0	0.0	0
chr1	213772770	0	0	0.0	0
chr1	213869917	0	0	0.0	0
chr1	213905375	0	0	0.0	0
chr1	213906111	0	0	0.0	0
chr1	213906518	0	0	0.0	0
chr1	214099183	0	0	0.0	0
chr1	214140644	0	0	0.0	0
chr1	214198084	0	0	0.0	0
chr1	214306513	0	0	0.0	0
chr1	214400287	0	0	0.0	0
chr1	214434334	0	0	0.0	0
chr1	214658041	0	0	0.0	0
chr1	214855465	0	0	0.0	0
chr1	214939844	0	0	0.0	0
chr1	215096417	0	0	0.0	0
chr1	215118034	0	0	0.0	0
chr1	215181599	0	0	0.0	0
chr1	215325401	0	0	0.0	0
chr1	215389416	0	0	0.0	0
chr1	215691533	0	0	0.0	0
chr1	215809978	0	0	0.0	0
chr1	215917854	0	0	0.0	0
chr1	215982336	0	0	0.0	0
chr1	216001373	0	0	0.0	0
chr1	216023246	0	0	0.0	0
chr1	216228452	0	0	0.0	0
chr1	216242508	0	0	0.0	0
chr1	216285528	0	0	0.0	0
chr1	216378145	0	0	0.0	0
chr1	216514883	0	0	0.0	0
chr1	216519403	0	0	0.0	0
chr1	216711533	0	0	0.0	0
chr1	216730259	0	0	0.0	0
chr1	216775888	0	0	0.0	0
chr1	216777627	0	0	0.0	0
chr1	216841381	0	0	0.0	0
chr1	216941051	0	0	0.0	0
chr1	217105866	0	0	0.0	0
chr1	217179030	0	0	0.0	0
chr1	217248208	0	0	0.0	0
chr1	217260965	0	0	0.0	0
chr1	217321909	0	0	0.0	0
chr1	217373114	0	0	0.0	0
chr1	217379958	0	0	0.0	0
chr1	217580934	0	0	0.0	0
chr1	217655529	0	0	0.0	0
chr1	217677531	0	0	0.0	0
chr1	217826262	0	0	0.0	0
chr1	217881803	0	0	0.0	0
chr1	217969725	0	0	0.0	0
chr1	218105982	0	1	0.0167	0
chr1	218203098	0	0	0.0	0
chr1	218217100	0	0	0.0	0
chr1	218340080	0	0	0.0	0
chr1	218342856	0	0	0.0	0
chr1	218442655	1	9	0.1667	1
chr1	218448374	0	0	0.0	0
chr1	218733652	0	0	0.0	0
chr1	218753499	0	0	0.0	0
chr1	219078508	0	0	0.0	0
chr1	219081889	0	0	0.0	0
chr1	219100822	0	0	0.0	0
chr1	219147509	0	0	0.0	0
chr1	219294350	0	0	0.0	0
chr1	219409763	0	0	0.0	0
chr1	219697369	0	0	0.0	0
chr1	219723580	0	0	0.0	0
chr1	219746332	0	0	0.0	0
chr1	219817408	0	0	0.0	0
chr1	220112056	0	0	0.0	0
chr1	220364911	0	0	0.0	0
chr1	220745173	0	0	0.0	0
chr1	220781912	0	0	0.0	0
chr1	220843389	0	0	0.0	0
chr1	220864660	0	0	0.0	0
chr1	221012303	0	0	0.0	0
chr1	221023635	0	0	0.0	0
chr1	221026629	0	0	0.0	0
chr1	221073409	0	0	0.0	0
chr1	221334093	0	0	0.0	0
chr1	221356887	0	0	0.0	0
chr1	221419291	0	0	0.0	0
chr1	221512277	0	0	0.0	0
chr1	221603003	1	37	0.5286	1
chr1	221905261	0	1	0.0169	0
chr1	221952595	0	0	0.0	0
chr1	222028562	0	0	0.0	0
chr1	222113918	0	1	0.0233	0
chr1	222188139	0	0	0.0	0
chr1	222212694	0	0	0.0	0
chr1	222548348	0	0	0.0	0
chr1	222839483	0	0	0.0	0
chr1	222967075	0	0	0.0	0
chr1	222972955	0	0	0.0	0
chr1	222994283	0	0	0.0	0
chr1	223011763	0	0	0.0	0
chr1	223042165	0	0	0.0	0
chr1	223208286	0	0	0.0	0
chr1	223240455	0	0	0.0	0
chr1	223276478	0	0	0.0	0
chr1	223292555	0	0	0.0	0
chr1	223464183	0	0	0.0	0
chr1	223669724	0	0	0.0	0
chr1	223731867	0	0	0.0	0
chr1	223919315	0	0	0.0	0
chr1	224138389	0	0	0.0	0
chr1	224265743	0	0	0.0	0
chr1	224352779	0	0	0.0	0
chr1	224396389	0	0	0.0	0
chr1	224552007	0	0	0.0	0
chr1	224702355	0	0	0.0	0
chr1	224844006	0	0	0.0	0
chr1	224878583	0	0	0.0	0
chr1	224928986	0	1	0.0192	0
chr1	224953738	0	0	0.0	0
chr1	225081990	0	0	0.0	0
chr1	225210303	0	0	0.0	0
chr1	225217187	0	0	0.0	0
chr1	225271807	0	0	0.0	0
chr1	225352871	0	0	0.0	0
chr1	225597230	0	0	0.0	0
chr1	225605674	0	0	0.0	0
chr1	225722190	0	0	0.0	0
chr1	225831856	0	0	0.0	0
chr1	225844698	0	0	0.0	0
chr1	225878155	0	0	0.0	0
chr1	226005926	0	0	0.0	0
chr1	226019927	0	0	0.0	0
chr1	226404328	0	0	0.0	0
chr1	226414465	0	0	0.0	0
chr1	226455384	0	0	0.0	0
chr1	226635667	0	0	0.0	0
chr1	226644691	0	0	0.0	0
chr1	226652750	0	0	0.0	0
chr1	226779049	0	0	0.0	0
chr1	226809888	0	0	0.0	0
chr1	226877923	0	0	0.0	0
chr1	226904157	0	0	0.0	0
chr1	227102444	0	0	0.0	0
chr1	227210639	0	0	0.0	0
chr1	227255555	0	0	0.0	0
chr1	227392047	0	0	0.0	0
chr1	227474190	0	0	0.0	0
chr1	227663650	0	0	0.0	0
chr1	227699922	0	0	0.0	0
chr1	227701593	0	0	0.0	0
chr1	227721961	0	0	0.0	0
chr1	227879804	0	2	0.0286	0
chr1	227904780	0	0	0.0	0
chr1	228037048	0	0	0.0	0
chr1	228050485	0	0	0.0	0
chr1	228064338	0	0	0.0	0
chr1	228144876	0	0	0.0	0
chr1	228160994	0	0	0.0	0
chr1	228162669	0	0	0.0	0
chr1	228207618	0	0	0.0	0
chr1	228207785	0	0	0.0	0
chr1	228220149	0	0	0.0	0
chr1	228294539	0	0	0.0	0
chr1	228307866	0	0	0.0	0
chr1	228311291	0	0	0.0	0
chr1	228337560	0	0	0.0	0
chr1	228375952	0	0	0.0	0
chr1	228424342	0	0	0.0	0
chr1	228445794	0	0	0.0	0
chr1	228850900	0	0	0.0	0
chr1	228876137	0	0	0.0	0
chr1	228930757	0	0	0.0	0
chr1	228992171	0	0	0.0	0
chr1	229286078	0	0	0.0	0
chr1	229302362	0	0	0.0	0
chr1	229335071	0	0	0.0	0
chr1	229510093	0	0	0.0	0
chr1	229782480	0	0	0.0	0
chr1	229810219	0	0	0.0	0
chr1	229896431	0	0	0.0	0
chr1	230016954	0	0	0.0	0
chr1	230141246	0	0	0.0	0
chr1	230143264	0	0	0.0	0
chr1	230160087	0	0	0.0	0
chr1	230398904	0	0	0.0	0
chr1	230464517	0	0	0.0	0
chr1	230541975	0	0	0.0	0
chr1	230584293	1	4	0.0588	1
chr1	230703169	0	0	0.0	0
chr1	230706329	0	1	0.0152	0
chr1	230811753	0	0	0.0	0
chr1	230835736	0	0	0.0	0
chr1	231095965	0	0	0.0	0
chr1	231099660	0	0	0.0	0
chr1	231211160	0	0	0.0	0
chr1	231221326	0	0	0.0	0
chr1	231252227	0	0	0.0	0
chr1	231299421	0	0	0.0	0
chr1	231302463	0	0	0.0	0
chr1	231352151	0	1	0.0278	0
chr1	231429639	0	0	0.0	0
chr1	231752953	0	1	0.0143	0
chr1	231769976	0	0	0.0	0
chr1	231816678	0	0	0.0	0
chr1	231851388	0	0	0.0	0
chr1	232049577	0	0	0.0	0
chr1	232084935	0	0	0.0	0
chr1	232149757	0	0	0.0	0
chr1	232299752	0	0	0.0	0
chr1	232359721	0	0	0.0	0
chr1	232486012	0	0	0.0	0
chr1	232502961	0	0	0.0	0
chr1	232561696	0	0	0.0	0
chr1	232593618	0	1	0.0189	0
chr1	232615465	0	0	0.0	0
chr1	232847422	0	0	0.0	0
chr1	232939272	0	0	0.0	0
chr1	232946225	0	0	0.0	0
chr1	233001824	0	0	0.0	0
chr1	233016330	0	0	0.0	0
chr1	233127278	0	0	0.0	0
chr1	233147156	0	0	0.0	0
chr1	233226025	0	0	0.0	0
chr1	233358226	0	0	0.0	0
chr1	233518874	0	0	0.0	0
chr1	233636877	0	0	0.0	0
chr1	233678102	0	0	0.0	0
chr1	233806473	0	0	0.0	0
chr1	233836030	0	0	0.0	0
chr1	233884579	0	0	0.0	0
chr1	233885712	0	0	0.0	0
chr1	233972186	0	0	0.0	0
chr1	234070801	0	0	0.0	0
chr1	234401474	0	0	0.0	0
chr1	234498420	0	0	0.0	0
chr1	234508993	0	0	0.0	0
chr1	234587034	0	0	0.0	0
chr1	234617731	0	0	0.0	0
chr1	234671479	0	0	0.0	0
chr1	234718807	0	0	0.0	0
chr1	234735436	0	0	0.0	0
chr1	234819830	0	0	0.0	0
chr1	234888772	0	0	0.0	0
chr1	234963682	0	0	0.0	0
chr1	234981457	0	1	0.0175	0
chr1	235018654	0	0	0.0	0
chr1	235073551	0	0	0.0	0
chr1	235160449	0	0	0.0	0
chr1	235188433	0	0	0.0	0
chr1	235260715	0	0	0.0	0
chr1	235310796	0	0	0.0	0
chr1	235503865	0	0	0.0	0
chr1	235549599	0	0	0.0	0
chr1	235580287	0	0	0.0	0
chr1	235694316	0	0	0.0	0
chr1	235757432	0	0	0.0	0
chr1	235916196	0	0	0.0	0
chr1	236009963	0	0	0.0	0
chr1	236082105	0	0	0.0	0
chr1	236117765	0	0	0.0	0
chr1	236460009	0	0	0.0	0
chr1	236469154	0	0	0.0	0
chr1	236636274	0	0	0.0	0
chr1	236716143	0	0	0.0	0
chr1	236736289	0	0	0.0	0
chr1	236766295	0	0	0.0	0
chr1	236801673	0	0	0.0	0
chr1	237089839	0	0	0.0	0
chr1	237169558	1	39	0.4815	1
chr1	237175989	0	0	0.0	0
chr1	237264963	0	0	0.0	0
chr1	237309643	0	0	0.0	0
chr1	237324913	0	0	0.0	0
chr1	237595336	0	0	0.0	0
chr1	237679240	0	0	0.0	0
chr1	237838669	2	53	0.9815	1
chr1	237843340	0	0	0.0	0
chr1	237920389	0	0	0.0	0
chr1	238123010	0	0	0.0	0
chr1	238372953	0	0	0.0	0
chr1	238595670	0	0	0.0	0
chr1	238648493	0	0	0.0	0
chr1	238678213	0	0	0.0	0
chr1	239090404	0	0	0.0	0
chr1	239116178	0	0	0.0	0
chr1	239242929	0	0	0.0	0
chr1	239324745	0	0	0.0	0
chr1	239494593	0	0	0.0	0
chr1	239636694	0	0	0.0	0
chr1	239793097	0	0	0.0	0
chr1	239793260	0	0	0.0	0
chr1	239815738	0	0	0.0	0
chr1	239868982	0	0	0.0	0
chr1	239872126	0	0	0.0	0
chr1	239875995	0	0	0.0	0
chr1	239981865	0	0	0.0	0
chr1	240112225	0	0	0.0	0
chr1	240145207	0	0	0.0	0
chr1	240189397	0	0	0.0	0
chr1	240254494	0	0	0.0	0
chr1	240420682	0	0	0.0	0
chr1	240439400	0	0	0.0	0
chr1	240633559	0	0	0.0	0
chr1	240634621	0	0	0.0	0
chr1	240690852	0	0	0.0	0
chr1	240715313	0	0	0.0	0
chr1	241137657	0	0	0.0	0
chr1	241297314	0	0	0.0	0
chr1	241430271	0	0	0.0	0
chr1	241430820	0	0	0.0	0
chr1	241707718	0	0	0.0	0
chr1	241832364	0	0	0.0	0
chr1	241889373	0	0	0.0	0
chr1	241971791	0	0	0.0	0
chr1	241992544	0	0	0.0	0
chr1	242232057	0	0	0.0	0
chr1	242718962	0	0	0.0	0
chr1	242745097	0	0	0.0	0
chr1	242912208	0	0	0.0	0
chr1	243022063	0	0	0.0	0
chr1	243323254	0	0	0.0	0
chr1	243328163	0	0	0.0	0
chr1	243520112	0	0	0.0	0
chr1	243897942	0	0	0.0	0
chr1	243907400	0	0	0.0	0
chr1	244008236	0	0	0.0	0
chr1	244010320	0	0	0.0	0
chr1	244112639	0	0	0.0	0
chr1	244142227	0	0	0.0	0
chr1	244187489	0	0	0.0	0
chr1	244230794	0	0	0.0	0
chr1	244244335	0	0	0.0	0
chr1	244432757	0	0	0.0	0
chr1	244434630	0	0	0.0	0
chr1	244477940	0	1	0.0233	0
chr1	244486526	0	0	0.0	0
chr1	244705734	0	0	0.0	0
chr1	244814332	0	0	0.0	0
chr1	244834861	0	0	0.0	0
chr1	244860614	0	0	0.0	0
chr1	244862993	0	0	0.0	0
chr1	245122303	0	0	0.0	0
chr1	245154405	0	0	0.0	0
chr1	245180715	0	0	0.0	0
chr1	245184398	0	0	0.0	0
chr1	245290115	0	0	0.0	0
chr1	245333666	0	0	0.0	0
chr1	245466001	0	0	0.0	0
chr1	245483636	0	0	0.0	0
chr1	245555543	0	0	0.0	0
chr1	245685238	0	0	0.0	0
chr1	245922791	0	0	0.0	0
chr1	246009987	1	14	0.8235	1
chr1	246081863	0	0	0.0	0
chr1	246109424	0	0	0.0	0
chr1	246216262	2	11	0.275	1
chr1	246314579	0	0	0.0	0
chr1	246482512	0	0	0.0	0
chr1	246523509	0	0	0.0	0
chr1	246539324	0	0	0.0	0
chr1	246552577	0	0	0.0	0
chr1	246702072	0	0	0.0	0
chr1	246811792	0	0	0.0	0
chr1	246951247	0	0	0.0	0
chr1	247247083	0	1	0.0278	0
chr1	247435638	0	0	0.0	0
chr1	247491507	0	0	0.0	0
chr1	247531285	0	0	0.0	0
chr1	247532128	0	0	0.0	0
chr1	247551540	0	0	0.0	0
chr1	247635021	0	0	0.0	0
chr1	247782778	1	33	0.4521	1
chr1	247867931	0	0	0.0	0
chr1	247869844	0	0	0.0	0
chr1	248002782	0	0	0.0	0
chr1	248053932	0	0	0.0	0
chr1	248103650	0	0	0.0	0
chr1	248189794	0	0	0.0	0
chr1	248370217	0	0	0.0	0
chr1	248487216	0	0	0.0	0
chr1	248513179	0	0	0.0	0
chr1	248534884	0	0	0.0	0
chr1	248560868	0	0	0.0	0
chr1	248711903	0	0	0.0	0
chr1	248814482	0	0	0.0	0
chr1	248854921	0	0	0.0	0
chr10	25892	0	0	0.0	0
chr10	278427	1	28	0.9655	1
chr10	313682	0	0	0.0	0
chr10	380929	0	0	0.0	0
chr10	383032	0	0	0.0	0
chr10	517845	0	0	0.0	0
chr10	571775	0	0	0.0	0
chr10	629526	0	0	0.0	0
chr10	653843	0	0	0.0	0
chr10	813535	0	0	0.0	0
chr10	968576	1	27	0.3506	1
chr10	1011616	0	0	0.0	0
chr10	1057576	0	0	0.0	0
chr10	1150921	0	0	0.0	0
chr10	1159537	0	0	0.0	0
chr10	1250092	0	0	0.0	0
chr10	1355392	0	0	0.0	0
chr10	1422872	0	0	0.0	0
chr10	1572946	0	0	0.0	0
chr10	1656346	0	0	0.0	0
chr10	1864727	0	0	0.0	0
chr10	1877395	0	0	0.0	0
chr10	2048328	0	0	0.0	0
chr10	2070689	0	0	0.0	0
chr10	2100765	0	0	0.0	0
chr10	2207738	0	0	0.0	0
chr10	2336039	0	0	0.0	0
chr10	2360651	2	59	0.8939	1
chr10	2602559	0	0	0.0	0
chr10	2623339	0	0	0.0	0
chr10	2778332	0	0	0.0	0
chr10	2791527	0	0	0.0	0
chr10	2804578	0	0	0.0	0
chr10	2830124	0	0	0.0	0
chr10	2999601	0	0	0.0	0
chr10	3109040	0	0	0.0	0
chr10	3118714	0	0	0.0	0
chr10	3303965	0	0	0.0	0
chr10	3680622	0	0	0.0	0
chr10	3793475	0	0	0.0	0
chr10	3845563	0	0	0.0	0
chr10	3856772	0	0	0.0	0
chr10	4075302	0	0	0.0	0
chr10	4103574	0	0	0.0	0
chr10	4169638	0	0	0.0	0
chr10	4183492	0	0	0.0	0
chr10	4307211	0	0	0.0	0
chr10	4416650	0	0	0.0	0
chr10	4456265	0	0	0.0	0
chr10	4524014	0	0	0.0	0
chr10	4632389	0	0	0.0	0
chr10	4637907	0	0	0.0	0
chr10	5230178	0	0	0.0	0
chr10	5309785	0	0	0.0	0
chr10	5596341	0	0	0.0	0
chr10	5752532	0	0	0.0	0
chr10	5768724	0	0	0.0	0
chr10	5862865	0	0	0.0	0
chr10	6177143	0	0	0.0	0
chr10	6448814	0	0	0.0	0
chr10	6467861	0	0	0.0	0
chr10	6520117	0	0	0.0	0
chr10	6604332	0	0	0.0	0
chr10	6778649	0	0	0.0	0
chr10	6840555	0	0	0.0	0
chr10	6886074	0	0	0.0	0
chr10	6958482	0	0	0.0	0
chr10	7001494	0	0	0.0	0
chr10	7194053	0	0	0.0	0
chr10	7288132	0	0	0.0	0
chr10	7329537	0	0	0.0	0
chr10	7352367	0	0	0.0	0
chr10	7365296	0	0	0.0	0
chr10	7398256	0	0	0.0	0
chr10	7410458	0	0	0.0	0
chr10	7418376	0	0	0.0	0
chr10	7498229	0	0	0.0	0
chr10	7584925	0	0	0.0	0
chr10	7617663	0	0	0.0	0
chr10	7621857	0	0	0.0	0
chr10	7744311	0	0	0.0	0
chr10	7745153	0	0	0.0	0
chr10	7783538	0	0	0.0	0
chr10	7865098	0	0	0.0	0
chr10	7951637	0	0	0.0	0
chr10	8371087	0	0	0.0	0
chr10	8656756	0	0	0.0	0
chr10	8878883	0	0	0.0	0
chr10	8898074	0	0	0.0	0
chr10	9265191	0	0	0.0	0
chr10	9273222	0	0	0.0	0
chr10	9343373	0	0	0.0	0
chr10	9348993	0	0	0.0	0
chr10	9437369	0	0	0.0	0
chr10	9665612	0	0	0.0	0
chr10	9803045	0	0	0.0	0
chr10	9903389	0	0	0.0	0
chr10	10022637	0	0	0.0	0
chr10	10145590	0	2	0.0274	0
chr10	10190262	0	0	0.0	0
chr10	10304271	0	0	0.0	0
chr10	10309366	0	0	0.0	0
chr10	10706911	0	1	0.0175	0
chr10	10967442	0	0	0.0	0
chr10	11004247	0	0	0.0	0
chr10	11009383	0	0	0.0	0
chr10	11069663	0	0	0.0	0
chr10	11121078	0	0	0.0	0
chr10	11122224	0	0	0.0	0
chr10	11141759	0	0	0.0	0
chr10	11233869	0	0	0.0	0
chr10	11275313	0	0	0.0	0
chr10	11327595	0	0	0.0	0
chr10	11476438	0	0	0.0	0
chr10	11496911	0	0	0.0	0
chr10	11583344	0	0	0.0	0
chr10	11600119	0	0	0.0	0
chr10	11626223	0	1	0.0179	0
chr10	11712839	0	0	0.0	0
chr10	11801978	0	0	0.0	0
chr10	11810084	0	0	0.0	0
chr10	11813766	0	0	0.0	0
chr10	11857502	0	0	0.0	0
chr10	11896718	0	0	0.0	0
chr10	12019130	0	0	0.0	0
chr10	12078539	0	0	0.0	0
chr10	12251314	0	0	0.0	0
chr10	12360464	0	0	0.0	0
chr10	12561589	0	0	0.0	0
chr10	12611884	0	0	0.0	0
chr10	12629784	0	0	0.0	0
chr10	12649715	0	0	0.0	0
chr10	12721859	0	0	0.0	0
chr10	12834171	0	0	0.0	0
chr10	12918981	0	1	0.0161	0
chr10	12983035	0	0	0.0	0
chr10	12983544	0	0	0.0	0
chr10	13020614	0	0	0.0	0
chr10	13150946	0	0	0.0	0
chr10	13161222	0	0	0.0	0
chr10	13197009	0	0	0.0	0
chr10	13211717	0	0	0.0	0
chr10	13274503	0	0	0.0	0
chr10	13309320	0	0	0.0	0
chr10	13334810	0	0	0.0	0
chr10	13462785	0	0	0.0	0
chr10	13553587	0	0	0.0	0
chr10	13687477	0	0	0.0	0
chr10	13725309	0	0	0.0	0
chr10	13734102	0	0	0.0	0
chr10	13750530	0	0	0.0	0
chr10	13756626	0	0	0.0	0
chr10	13791149	0	0	0.0	0
chr10	13791861	0	0	0.0	0
chr10	13797389	0	0	0.0	0
chr10	13827101	0	0	0.0	0
chr10	13929321	0	0	0.0	0
chr10	13991529	0	0	0.0	0
chr10	13998317	0	0	0.0	0
chr10	14015966	0	0	0.0	0
chr10	14058764	0	0	0.0	0
chr10	14214582	0	0	0.0	0
chr10	14285525	0	0	0.0	0
chr10	14312916	0	0	0.0	0
chr10	14316055	0	0	0.0	0
chr10	14496607	0	0	0.0	0
chr10	14660979	0	0	0.0	0
chr10	14758684	0	0	0.0	0
chr10	14825217	0	0	0.0	0
chr10	14917218	0	0	0.0	0
chr10	14926627	0	0	0.0	0
chr10	15085313	0	0	0.0	0
chr10	15107232	0	0	0.0	0
chr10	15241457	0	0	0.0	0
chr10	15358682	0	0	0.0	0
chr10	15391810	0	0	0.0	0
chr10	15426436	0	0	0.0	0
chr10	15517282	0	0	0.0	0
chr10	15749322	0	0	0.0	0
chr10	16033860	0	0	0.0	0
chr10	16406139	0	0	0.0	0
chr10	16498860	0	0	0.0	0
chr10	16516821	0	0	0.0	0
chr10	16734993	0	0	0.0	0
chr10	16770135	0	0	0.0	0
chr10	16877828	0	0	0.0	0
chr10	17151348	0	0	0.0	0
chr10	17258684	0	0	0.0	0
chr10	17314811	0	0	0.0	0
chr10	17327669	0	0	0.0	0
chr10	17454755	0	0	0.0	0
chr10	17713031	0	0	0.0	0
chr10	17714547	0	0	0.0	0
chr10	17913674	0	0	0.0	0
chr10	17943410	0	0	0.0	0
chr10	17956662	0	0	0.0	0
chr10	17963426	0	0	0.0	0
chr10	18102444	0	0	0.0	0
chr10	18323604	0	0	0.0	0
chr10	18362963	0	0	0.0	0
chr10	18564152	0	0	0.0	0
chr10	18566698	0	0	0.0	0
chr10	18571845	0	0	0.0	0
chr10	18595191	0	0	0.0	0
chr10	18619566	0	0	0.0	0
chr10	18656256	0	0	0.0	0
chr10	18717102	0	0	0.0	0
chr10	18809776	0	0	0.0	0
chr10	18935664	0	0	0.0	0
chr10	19231268	0	0	0.0	0
chr10	19374709	0	0	0.0	0
chr10	19509919	0	1	0.02	0
chr10	19648585	0	0	0.0	0
chr10	19653924	0	0	0.0	0
chr10	19756776	0	0	0.0	0
chr10	19827792	0	0	0.0	0
chr10	20106137	0	0	0.0	0
chr10	20141264	0	0	0.0	0
chr10	20147464	0	0	0.0	0
chr10	20183733	0	0	0.0	0
chr10	20253951	0	0	0.0	0
chr10	20296692	0	0	0.0	0
chr10	20350902	0	0	0.0	0
chr10	20411877	0	0	0.0	0
chr10	20597539	0	0	0.0	0
chr10	21058343	0	0	0.0	0
chr10	21119226	0	1	0.0244	0
chr10	21162872	0	0	0.0	0
chr10	21166606	0	0	0.0	0
chr10	21277443	0	0	0.0	0
chr10	21297077	0	0	0.0	0
chr10	21478834	0	0	0.0	0
chr10	21561334	0	0	0.0	0
chr10	21779476	0	0	0.0	0
chr10	21826769	0	0	0.0	0
chr10	22110694	0	0	0.0	0
chr10	22162350	0	0	0.0	0
chr10	22165683	1	4	0.1026	1
chr10	22453615	0	0	0.0	0
chr10	22453790	0	0	0.0	0
chr10	22581310	0	0	0.0	0
chr10	22677601	0	0	0.0	0
chr10	22682361	0	0	0.0	0
chr10	22761866	0	0	0.0	0
chr10	22914367	0	0	0.0	0
chr10	22955829	0	0	0.0	0
chr10	23077287	0	0	0.0	0
chr10	23428521	0	0	0.0	0
chr10	23470373	0	0	0.0	0
chr10	23539321	0	0	0.0	0
chr10	23610920	0	0	0.0	0
chr10	23678708	0	0	0.0	0
chr10	23687353	0	0	0.0	0
chr10	23835371	0	0	0.0	0
chr10	23870162	0	0	0.0	0
chr10	23952567	0	0	0.0	0
chr10	23992514	0	0	0.0	0
chr10	24039005	0	0	0.0	0
chr10	24059668	0	0	0.0	0
chr10	24215535	0	0	0.0	0
chr10	24474169	0	0	0.0	0
chr10	24718001	0	0	0.0	0
chr10	24750498	0	1	0.0204	0
chr10	24775709	0	0	0.0	0
chr10	24783537	0	0	0.0	0
chr10	24787473	0	0	0.0	0
chr10	24805326	0	1	0.0278	0
chr10	24815869	0	0	0.0	0
chr10	24822188	0	0	0.0	0
chr10	24988971	0	0	0.0	0
chr10	25120341	0	0	0.0	0
chr10	25143799	1	26	0.4	1
chr10	25214636	0	0	0.0	0
chr10	25329478	0	0	0.0	0
chr10	25341934	0	0	0.0	0
chr10	25354608	0	0	0.0	0
chr10	25434086	0	0	0.0	0
chr10	25483453	0	0	0.0	0
chr10	25638473	0	0	0.0	0
chr10	25643823	0	0	0.0	0
chr10	25812830	0	0	0.0	0
chr10	25903457	0	0	0.0	0
chr10	26102714	0	0	0.0	0
chr10	26228540	0	0	0.0	0
chr10	26379167	0	0	0.0	0
chr10	26582057	0	0	0.0	0
chr10	26641555	0	0	0.0	0
chr10	26939865	0	0	0.0	0
chr10	26968387	0	0	0.0	0
chr10	27382556	0	0	0.0	0
chr10	27506759	0	0	0.0	0
chr10	27587611	0	0	0.0	0
chr10	27588166	0	0	0.0	0
chr10	27616828	0	0	0.0	0
chr10	27776703	0	0	0.0	0
chr10	28054721	0	0	0.0	0
chr10	28128378	0	0	0.0	0
chr10	28314217	0	0	0.0	0
chr10	28423607	0	0	0.0	0
chr10	28549160	1	21	0.525	1
chr10	28551114	0	0	0.0	0
chr10	28625275	0	0	0.0	0
chr10	28678895	0	0	0.0	0
chr10	28857152	0	0	0.0	0
chr10	29174718	0	0	0.0	0
chr10	29321996	0	0	0.0	0
chr10	29342982	0	0	0.0	0
chr10	29408952	0	0	0.0	0
chr10	29440595	0	0	0.0	0
chr10	29476200	0	0	0.0	0
chr10	29520483	0	0	0.0	0
chr10	29612158	0	0	0.0	0
chr10	29733296	0	0	0.0	0
chr10	29777824	0	0	0.0	0
chr10	29815100	0	0	0.0	0
chr10	29925601	0	0	0.0	0
chr10	30055852	0	1	0.0147	0
chr10	30134376	0	2	0.0204	0
chr10	30186125	0	0	0.0	0
chr10	30208196	0	0	0.0	0
chr10	30330837	0	0	0.0	0
chr10	30361018	0	0	0.0	0
chr10	30454633	0	0	0.0	0
chr10	30580039	0	1	0.02	0
chr10	30583974	0	0	0.0	0
chr10	30605526	0	0	0.0	0
chr10	30730493	0	0	0.0	0
chr10	30812779	0	0	0.0	0
chr10	30818674	0	0	0.0	0
chr10	30847426	0	0	0.0	0
chr10	30861110	0	0	0.0	0
chr10	31006105	0	0	0.0	0
chr10	31029623	0	0	0.0	0
